아이템,모드,제작,제작 작업대,구할 수 없는 재료,기타 획득 경로,추정 경로(다른 정의가 언급),공허 추출기 허용,분류,defName
전설적인 가죽,Optimization: Leathers - C# Edition,,,,"궤도 상인 구매, 상인 구매",,,Leathers,Leather_Legend
키틴,Optimization: Leathers - C# Edition,,,,"궤도 상인 구매, 상인 구매",,,Leathers,Leather_Chitin
드라고니안 불사조 보주,Phoenix Orb for Gloomy Dragonian,제작 가능,"전기 재봉 작업대, 재봉 작업대",,,AlienRace.ThingDef_AlienRace: Dragonian_Race,,DRApparel,DR_PhoenixOrb
방탄 유리,ReBuild: Doors and Corners,제작 가능,조립 작업대,,"궤도 상인 구매, 상인 구매",,,Manufactured,RB_BallisticGlass
유리,ReBuild: Doors and Corners,제작 가능,전기로,,궤도 상인 구매,,,Manufactured,RB_Glass
등선형 계산 모듈,Replimat,,,,"궤도 상인 구매, 상인 구매",,,Manufactured,IsolinearModule
합성 고기,Replimat,,,,,,,MeatRaw,Replimat_Synthmeat
왕복선 통신기,Rimsential - Spaceports (Continued),제작 가능,기계 작업대,,"궤도 상인 구매, 상인 구매",,,ApparelUtility,Apparel_ShuttleComm
초월공학 왕복선 제작기,Rimsential - Spaceports (Continued),제작 가능,초월공학 작업대,,"궤도 상인 구매, 상인 구매",,,Artifacts,Apparel_ArchoShuttle
꿀폭탄 사과,Silversol's Azurtrail,,,,"궤도 상인 구매, 상인 구매",능력·유전자: HoneywingO1,,PlantFoodRaw,HoneybombA
아주르트레일 서브코어,Silversol's Azurtrail,,,,"궤도 상인 구매, 도축·분해, 상인 구매","종족·동물 부산물: 대거 레이븐, 종족·동물 부산물: 아주르트레일",,Manufactured,SubcoreAzur
파이어미션 카트리지,Silversol's Azurtrail,제작 가능,기계 작업대,,궤도 상인 구매,"능력·유전자: RaidravenO1, 능력·유전자: RaidravenO2, 능력·유전자: RaidravenO3",,Manufactured,Firekit
구원의 카트리지,Silversol's Magna Fortress,제작 가능,기계 작업대,,궤도 상인 구매,능력·유전자: Viviansalv,,Manufactured,salvationkit
근접 항공 지원 제어기,Silversol's Magna Fortress,,,,,,,,maidCAS_Controller
눈 생성기,Silversol's Magna Fortress,,,,,,,,SV_SnowSpawner
모건의 신호기,Silversol's Magna Fortress,,,,,,,,MorganStageChip
빔 레이저,Silversol's Magna Fortress,,,,"궤도 상인 구매, 적 장비 노획",,,WeaponsRanged,Gun_MagLaser
크라운 코드,Silversol's Magna Fortress,,,,,,,,CrownCode
라이언하트 코어,Silversol's SortieLion,,,,"궤도 상인 구매, 도축·분해, 상인 구매","종족·동물 부산물: 솔티 버스터, 종족·동물 부산물: 솔티라이언",,Manufactured,Subcorelion
솟구치는 바위,Silversol's SortieLion,,,,,능력·유전자: ArondightWallrise,,,ArondightWallDelaySpawner
비비안 스페셜,Silversol's Steelvivian,제작 가능,"조립 작업대, 기계 작업대",,"궤도 상인 구매, 상인 구매, 적 장비 노획",,,WeaponsRanged,Gun_VivianSpecial
비비안 어펜드,Silversol's Steelvivian,제작 가능,"조립 작업대, 전기 단조 작업대, 단조 작업대",,"궤도 상인 구매, 상인 구매",,,WeaponsMelee,VivianAppend
스틸비비안 서브코어,Silversol's Steelvivian,,,,"궤도 상인 구매, 도축·분해, 상인 구매",종족·동물 부산물: 스틸비비안,,Manufactured,Subcorevivian
스톰마린 서브코어,Silversol's Stormmarina,제작 가능,서브코어 부호기,,"궤도 상인 구매, 상인 구매",,,Manufactured,SubcoreMarina
스톰마린 포드,Silversol's Stormmarina,,,,,설비 기능: 스톰마린 포드,,,ActiveDropPodMarina
포뮬러 서브코어,Silversol's Stormmarina,,,,,설비 기능: 포뮬러 콘솔,,Manufactured,SubcoreFormula
하이튠 서브코어,Silversol's Stormmarina,,,,,설비 기능: 하이튠 콘솔,,Manufactured,SubcoreHightune
비비안 커스텀,Silversol's maidnoid,제작 가능,기계 작업대,,"궤도 상인 구매, 상인 구매, 적 장비 노획",,,WeaponsRanged,Vivian_Custom
포터라인 카트리지,Silversol's maidnoid,제작 가능,기계 작업대,,"궤도 상인 구매, 파괴 시 잔해","종족·동물 부산물: 스위프터, 종족·동물 부산물: 포터라인",,Manufactured,Gracekit
모에로틀 날개 깃털 옷,SomeMoelotlApparel,제작 가능,"전기 재봉 작업대, 재봉 작업대, 모에로틀 방직기, 모에로틀 기계 방직기",,"궤도 상인 구매, 상인 구매",AlienRace.ThingDef_AlienRace: Axolotl,,Axolotl_LotlQiApparel,Axolotl_FeatherStarRobe
모에로틀 망토,SomeMoelotlApparel,제작 가능,"전기 재봉 작업대, 재봉 작업대, 모에로틀 방직기, 모에로틀 기계 방직기",,"궤도 상인 구매, 상인 구매",AlienRace.ThingDef_AlienRace: Axolotl,,Axolotl_Apparel,Axolotl_Cape
모에로틀 무지개 재킷 A,SomeMoelotlApparel,제작 가능,"전기 재봉 작업대, 재봉 작업대, 모에로틀 방직기, 모에로틀 기계 방직기",,"궤도 상인 구매, 상인 구매",AlienRace.ThingDef_AlienRace: Axolotl,,Axolotl_Apparel,Axolotl_NeonJacketA
모에로틀 무지개 재킷 B,SomeMoelotlApparel,제작 가능,"전기 재봉 작업대, 재봉 작업대, 모에로틀 방직기, 모에로틀 기계 방직기",,"궤도 상인 구매, 상인 구매",AlienRace.ThingDef_AlienRace: Axolotl,,Axolotl_Apparel,Axolotl_NeonJacketB
모에로틀 백룡 모자,SomeMoelotlApparel,제작 가능,"전기 재봉 작업대, 재봉 작업대, 모에로틀 방직기, 모에로틀 기계 방직기",,"궤도 상인 구매, 상인 구매",AlienRace.ThingDef_AlienRace: Axolotl,,Axolotl_Apparel,Axolotl_WhiteDragonHat
모에로틀 백룡 후드티,SomeMoelotlApparel,제작 가능,"전기 재봉 작업대, 재봉 작업대, 모에로틀 방직기, 모에로틀 기계 방직기",,"궤도 상인 구매, 상인 구매",AlienRace.ThingDef_AlienRace: Axolotl,,Axolotl_Apparel,Axolotl_WhiteDragonHoodie
모에로틀 분홍 스웨터,SomeMoelotlApparel,제작 가능,"전기 재봉 작업대, 재봉 작업대, 모에로틀 방직기, 모에로틀 기계 방직기",,"궤도 상인 구매, 상인 구매",AlienRace.ThingDef_AlienRace: Axolotl,,Axolotl_Apparel,Axolotl_PinkSweater
모에로틀 붉은 두건,SomeMoelotlApparel,제작 가능,"전기 재봉 작업대, 재봉 작업대, 모에로틀 방직기, 모에로틀 기계 방직기",,"궤도 상인 구매, 상인 구매",AlienRace.ThingDef_AlienRace: Axolotl,,Axolotl_Apparel,Axolotl_RedHood
모에로틀 붉은 망토,SomeMoelotlApparel,제작 가능,"전기 재봉 작업대, 재봉 작업대, 모에로틀 방직기, 모에로틀 기계 방직기",,"궤도 상인 구매, 상인 구매",AlienRace.ThingDef_AlienRace: Axolotl,,Axolotl_Apparel,Axolotl_RedCape
모에로틀 삼색이 망토,SomeMoelotlApparel,제작 가능,"전기 재봉 작업대, 재봉 작업대, 모에로틀 방직기, 모에로틀 기계 방직기",,"궤도 상인 구매, 상인 구매",AlienRace.ThingDef_AlienRace: Axolotl,,Axolotl_Apparel,Axolotl_KittyRope
모에로틀 성직자 의복,SomeMoelotlApparel,제작 가능,"전기 재봉 작업대, 재봉 작업대, 모에로틀 방직기, 모에로틀 기계 방직기",,"궤도 상인 구매, 상인 구매",AlienRace.ThingDef_AlienRace: Axolotl,,Axolotl_Apparel,Axolotl_ClergyUniform
모에로틀 어두운 속옷,SomeMoelotlApparel,제작 가능,"전기 재봉 작업대, 재봉 작업대, 모에로틀 방직기, 모에로틀 기계 방직기",,"궤도 상인 구매, 상인 구매",AlienRace.ThingDef_AlienRace: Axolotl,,Axolotl_Apparel,Axolotl_RedHoodUnderwear
모에로틀 어린이 소박한 옷,SomeMoelotlApparel,제작 가능,"전기 재봉 작업대, 재봉 작업대, 모에로틀 방직기, 모에로틀 기계 방직기",,"궤도 상인 구매, 상인 구매",AlienRace.ThingDef_AlienRace: Axolotl,,Axolotl_ChildApparel,Axolotl_SimpleChildCloth
모에로틀 어린이 야광룡 모자,SomeMoelotlApparel,제작 가능,"전기 재봉 작업대, 재봉 작업대, 모에로틀 방직기, 모에로틀 기계 방직기",,"궤도 상인 구매, 상인 구매",AlienRace.ThingDef_AlienRace: Axolotl,,Axolotl_ChildApparel,Axolotl_NightLightHat
모에로틀 어린이 야광룡 후드티,SomeMoelotlApparel,제작 가능,"전기 재봉 작업대, 재봉 작업대, 모에로틀 방직기, 모에로틀 기계 방직기",,"궤도 상인 구매, 상인 구매",AlienRace.ThingDef_AlienRace: Axolotl,,Axolotl_ChildApparel,Axolotl_NightLightHoodie
모에로틀 운석 영의,SomeMoelotlApparel,제작 가능,"전기 재봉 작업대, 재봉 작업대, 모에로틀 방직기, 모에로틀 기계 방직기",,"궤도 상인 구매, 상인 구매",AlienRace.ThingDef_AlienRace: Axolotl,,Axolotl_LotlQiApparel,Axolotl_MeteoriteQiGarment
모에로틀 유아 알록달록 스웨터,SomeMoelotlApparel,제작 가능,"전기 재봉 작업대, 재봉 작업대, 모에로틀 방직기, 모에로틀 기계 방직기",,"궤도 상인 구매, 상인 구매",AlienRace.ThingDef_AlienRace: Axolotl,,Axolotl_ChildApparel,Axolotl_RainbowSweater
모에로틀 유아 우비,SomeMoelotlApparel,제작 가능,"전기 재봉 작업대, 재봉 작업대, 모에로틀 방직기, 모에로틀 기계 방직기",,"궤도 상인 구매, 상인 구매",AlienRace.ThingDef_AlienRace: Axolotl,,Axolotl_ChildApparel,Axolotl_Raincoat
모에로틀 유아 우비 모자,SomeMoelotlApparel,제작 가능,"전기 재봉 작업대, 재봉 작업대, 모에로틀 방직기, 모에로틀 기계 방직기",,"궤도 상인 구매, 상인 구매",AlienRace.ThingDef_AlienRace: Axolotl,,Axolotl_ChildApparel,Axolotl_RaincoatHat
모에로틀 쥐 인형옷,SomeMoelotlApparel,제작 가능,"전기 재봉 작업대, 재봉 작업대, 모에로틀 방직기, 모에로틀 기계 방직기",,"궤도 상인 구매, 상인 구매",AlienRace.ThingDef_AlienRace: Axolotl,,Axolotl_Apparel,Axolotl_RatCostume
모에로틀 쥐 인형탈,SomeMoelotlApparel,제작 가능,"전기 재봉 작업대, 재봉 작업대, 모에로틀 방직기, 모에로틀 기계 방직기",,"궤도 상인 구매, 상인 구매",AlienRace.ThingDef_AlienRace: Axolotl,,Axolotl_Apparel,Axolotl_RatCostumeHat
모에로틀 패딩,SomeMoelotlApparel,제작 가능,"전기 재봉 작업대, 재봉 작업대, 모에로틀 방직기, 모에로틀 기계 방직기",,"궤도 상인 구매, 상인 구매",AlienRace.ThingDef_AlienRace: Axolotl,,Axolotl_Apparel,Axolotl_Yurongfu
모에로틀 흑룡 모자,SomeMoelotlApparel,제작 가능,"전기 재봉 작업대, 재봉 작업대, 모에로틀 방직기, 모에로틀 기계 방직기",,"궤도 상인 구매, 상인 구매",AlienRace.ThingDef_AlienRace: Axolotl,,Axolotl_Apparel,Axolotl_BlackDragonHat
모에로틀 흑룡 후드티,SomeMoelotlApparel,제작 가능,"전기 재봉 작업대, 재봉 작업대, 모에로틀 방직기, 모에로틀 기계 방직기",,"궤도 상인 구매, 상인 구매",AlienRace.ThingDef_AlienRace: Axolotl,,Axolotl_Apparel,Axolotl_BlackDragonHoodie
모에로틀 구름 셔츠,TAWM's MoeLotl,제작 가능,"전기 재봉 작업대, 재봉 작업대, 모에로틀 방직기, 모에로틀 기계 방직기",,"궤도 상인 구매, 상인 구매",AlienRace.ThingDef_AlienRace: Axolotl,,Axolotl_LotlQiApparel,TAWM_Axolotl_QingFeng
모에로틀 밤 로브,TAWM's MoeLotl,제작 가능,"전기 재봉 작업대, 재봉 작업대, 모에로틀 방직기, 모에로틀 기계 방직기",,"궤도 상인 구매, 상인 구매",AlienRace.ThingDef_AlienRace: Axolotl,,Axolotl_LotlQiApparel,TAWM_Axolotl_MuLan
모에로틀 별 머리장식,TAWM's MoeLotl,제작 가능,"전기 재봉 작업대, 재봉 작업대, 모에로틀 방직기, 모에로틀 기계 방직기",,"궤도 상인 구매, 상인 구매",AlienRace.ThingDef_AlienRace: Axolotl,,Axolotl_Apparel,TAWM_Axolotl_LingXing
고급 약초,VV - New Harvest: Medicinal Plants,제작 가능,"약물 연구대, 간이 제작 장소",,"궤도 상인 구매, 상인 구매",,,Medicine,VV_AdvancedHerbalMedicine
금잔화(카렌듈라) 꽃,VV - New Harvest: Medicinal Plants,,,,"궤도 상인 구매, 상인 구매, 재배·채집",식물: 금잔화(카렌듈라) 식물,,PlantMatter,VV_CalendulaBlossoms
라벤더 꽃,VV - New Harvest: Medicinal Plants,,,,"궤도 상인 구매, 상인 구매, 재배·채집",식물: 라벤더 식물,,PlantMatter,VV_LavenderBlossoms
레몬밤 잎,VV - New Harvest: Medicinal Plants,,,,"궤도 상인 구매, 상인 구매, 재배·채집",식물: 레몬밤 식물,,PlantMatter,VV_LemonBalmLeaves
린덴 꽃,VV - New Harvest: Medicinal Plants,,,,"궤도 상인 구매, 상인 구매, 재배·채집",식물: 린덴 나무,,PlantMatter,VV_LindenBlossoms
린덴 차,VV - New Harvest: Medicinal Plants,제작 가능,"전기 스토브, 스토브, 태양 조리대, 모닥불",,"궤도 상인 구매, 상인 구매",,,Drugs,VV_LindenTea
마시멜로 뿌리,VV - New Harvest: Medicinal Plants,,,,"궤도 상인 구매, 상인 구매, 재배·채집",식물: 마시멜로 식물,,PlantMatter,VV_MarshmallowRoots
발레리안(쥐오줌풀) 달인 물,VV - New Harvest: Medicinal Plants,제작 가능,"전기 스토브, 스토브, 태양 조리대, 모닥불",,"궤도 상인 구매, 상인 구매",,,Drugs,VV_ValerianDecoction
발레리안(쥐오줌풀) 뿌리,VV - New Harvest: Medicinal Plants,,,,"궤도 상인 구매, 상인 구매, 재배·채집",식물: 발레리안(쥐오줌풀) 식물,,PlantMatter,VV_ValerianRoots
산사나무 열매,VV - New Harvest: Medicinal Plants,,,,"궤도 상인 구매, 상인 구매, 재배·채집",식물: 산사나무,,PlantFoodRaw,VV_HawthornBerries
서양톱풀 꽃,VV - New Harvest: Medicinal Plants,,,,"궤도 상인 구매, 상인 구매, 재배·채집",식물: 서양톱풀 식물,,PlantMatter,VV_YarrowBlossoms
세인트 존스 워트 꽃,VV - New Harvest: Medicinal Plants,,,,"궤도 상인 구매, 상인 구매, 재배·채집",식물: 세인트 존스 워트 식물,,PlantMatter,VV_StJohnsWortBlossoms
쐐기풀 잎,VV - New Harvest: Medicinal Plants,,,,"궤도 상인 구매, 상인 구매, 재배·채집",식물: 쐐기풀 식물,,PlantFoodRaw,VV_NettleLeaves
쑥 달임약,VV - New Harvest: Medicinal Plants,제작 가능,"전기 스토브, 스토브, 태양 조리대, 모닥불",,"궤도 상인 구매, 상인 구매",,,Drugs,VV_WormwoodDecoction
쑥 잎,VV - New Harvest: Medicinal Plants,,,,"궤도 상인 구매, 상인 구매, 재배·채집",식물: 쑥,,PlantMatter,VV_WormwoodLeaves
에키네시아 꽃,VV - New Harvest: Medicinal Plants,,,,"궤도 상인 구매, 상인 구매, 재배·채집",식물: 에키네시아 식물,,PlantMatter,VV_EchinaceaBlossoms
에키네시아 달인 물,VV - New Harvest: Medicinal Plants,제작 가능,"전기 스토브, 스토브, 태양 조리대, 모닥불",,"궤도 상인 구매, 상인 구매",,,Drugs,VV_EchinaceaDecoction
은행나무 차,VV - New Harvest: Medicinal Plants,제작 가능,"전기 스토브, 스토브, 태양 조리대, 모닥불",,"궤도 상인 구매, 상인 구매",,,Drugs,VV_GinkgoTea
은행잎,VV - New Harvest: Medicinal Plants,,,,"궤도 상인 구매, 상인 구매, 재배·채집",식물: 은행나무,,PlantMatter,VV_GinkgoLeaves
인삼 달인 물,VV - New Harvest: Medicinal Plants,제작 가능,"전기 스토브, 스토브, 태양 조리대, 모닥불",,"궤도 상인 구매, 상인 구매",,,Drugs,VV_GinsengDecoction
인삼 뿌리,VV - New Harvest: Medicinal Plants,,,,"궤도 상인 구매, 상인 구매, 재배·채집",식물: 인삼 식물,,PlantMatter,VV_GinsengRoots
진정 약초 연고,VV - New Harvest: Medicinal Plants,제작 가능,"약물 연구대, 간이 제작 장소",,"궤도 상인 구매, 상인 구매",,,Medicine,VV_SoothingHerbalOintment
캐모마일 꽃,VV - New Harvest: Medicinal Plants,,,,"궤도 상인 구매, 상인 구매, 재배·채집",식물: 캐모마일 식물,,PlantMatter,VV_ChamomileBlossoms
캐모마일 차,VV - New Harvest: Medicinal Plants,제작 가능,"전기 스토브, 스토브, 태양 조리대, 모닥불",,"궤도 상인 구매, 상인 구매",,,Drugs,VV_ChamomileTea
타임 잎,VV - New Harvest: Medicinal Plants,,,,"궤도 상인 구매, 상인 구매, 재배·채집",식물: 타임 식물,,PlantMatter,VV_ThymeLeaves
타임 차,VV - New Harvest: Medicinal Plants,제작 가능,"전기 스토브, 스토브, 태양 조리대, 모닥불",,"궤도 상인 구매, 상인 구매",,,Drugs,VV_ThymeTea
회복 약초 연고,VV - New Harvest: Medicinal Plants,제작 가능,"약물 연구대, 간이 제작 장소",,"궤도 상인 구매, 상인 구매",,,Medicine,VV_RestorativeHerbalOintment
간단한 디저트,Vanilla Cooking Expanded,제작 가능,"전기 스토브, 스토브, 태양 조리대",,"궤도 상인 구매, 상인 구매",능력·유전자: VME_MakeADessert,,FoodMeals,VCE_SimpleDessert
간단한 바베큐,Vanilla Cooking Expanded,제작 가능,그릴,,"궤도 상인 구매, 상인 구매",,,FoodMeals,VCE_SimpleGrill
간단한 빵,Vanilla Cooking Expanded,제작 가능,"전기 스토브, 스토브, 태양 조리대",,"궤도 상인 구매, 상인 구매",,,FoodMeals,VCE_SimpleBake
간단한 수프,Vanilla Cooking Expanded,,,,"궤도 상인 구매, 상인 구매","PipeSystem.ProcessDef: MAG_SimpleSoupRecipe, PipeSystem.ProcessDef: VCE_SimpleSoupRecipe",,FoodMeals,VCE_CookedSoupSimple
고기 통조림,Vanilla Cooking Expanded,제작 가능,통조림 기계,,,설비 기능: 레플리매트 컴퓨터,,"FoodMeals, MeatRaw",VCE_CannedMeat
고기 튀김,Vanilla Cooking Expanded,제작 가능,튀김기,,,,,"FoodMeals, Foods",VCE_DeepFriedBigMeat
곤충 젤리 잼,Vanilla Cooking Expanded,제작 가능,조미료 작업대,,"궤도 상인 구매, 상인 구매",,,VCE_Condiments,VCE_InsectJellyPreserves
과일 통조림,Vanilla Cooking Expanded,제작 가능,통조림 기계,,,설비 기능: 레플리매트 컴퓨터,,"FoodMeals, VCE_Fruit",VCE_CannedFruit
끓이지 않은 간단한 수프,Vanilla Cooking Expanded,제작 가능,"전기 스토브, 스토브, 태양 조리대",,,,,VCE_UncookedSoups,VCE_UncookedSoupSimple
끓이지 않은 미식적인 수프,Vanilla Cooking Expanded,제작 가능,"전기 스토브, 스토브, 태양 조리대",,,,,VCE_UncookedSoups,VCE_UncookedSoupGourmet
끓이지 않은 좋은 수프,Vanilla Cooking Expanded,제작 가능,"전기 스토브, 스토브, 태양 조리대",,,,,VCE_UncookedSoups,VCE_UncookedSoupFine
끓이지 않은 호화로운 수프,Vanilla Cooking Expanded,제작 가능,"전기 스토브, 스토브, 태양 조리대",,,,,VCE_UncookedSoups,VCE_UncookedSoupLavish
달걀 통조림,Vanilla Cooking Expanded,제작 가능,통조림 기계,,,설비 기능: 레플리매트 컴퓨터,,"AnimalProductRaw, FoodMeals",VCE_CannedAP
마요네즈,Vanilla Cooking Expanded,제작 가능,조미료 작업대,,"궤도 상인 구매, 상인 구매",,,VCE_Condiments,VCE_Mayo
미식적인 디저트,Vanilla Cooking Expanded,제작 가능,"전기 스토브, 스토브, 태양 조리대",,"궤도 상인 구매, 상인 구매",능력·유전자: VME_MakeADessert,,FoodMeals,VCE_GourmetDessert
미식적인 바베큐,Vanilla Cooking Expanded,제작 가능,그릴,,"궤도 상인 구매, 상인 구매",,,FoodMeals,VCE_GourmetGrill
